,SRR1275356,SRR1275251,SRR1275287,SRR1275364,SRR1275269,SRR1275263,SRR1275338,SRR1274117,SRR1274089,SRR1274125,SRR1275299,SRR1275277,SRR1275370,SRR1275293,SRR1275348,SRR1275245,SRR1275342,SRR1274131,SRR1275346,SRR1275241,SRR1275279,SRR1275297,SRR1275273,SRR1274121,SRR1275336,SRR1274119,SRR1274087,SRR1274113,SRR1275267,SRR1275289,SRR1275283,SRR1275360,SRR1275255,SRR1275358,SRR1275352,SRR1275265,SRR1275368,SRR1275281,SRR1275362,SRR1275257,SRR1275350,SRR1274129,SRR1274123,SRR1275334,SRR1274085,SRR1274111,SRR1275249,SRR1275344,SRR1275243,SRR1275301,SRR1275295,SRR1275271,SRR1274133,SRR1275275,SRR1275291,SRR1275247,SRR1275340,SRR1274115,SRR1274127,SRR1275354,SRR1275259,SRR1275253,SRR1275285,SRR1275366,SRR1275261
ATP5G2,0,785,437,899,119,94,376,3948,1838,2058,207,333,1,102,10,37,887,942,187,383,0,492,179,1508,0,1186,1080,1991,98,161,358,258,1074,134,996,350,1,351,382,20,414,1815,2441,253,900,2028,494,954,86,1101,268,151,3123,750,154,53,1,3006,1920,394,300,385,203,530,1188
ATP5G3,0,1,291,1,406,2771,434,464,641,2389,568,456,1,542,90,0,0,45,21,60,769,36,558,10,0,2925,987,1181,397,754,11,342,284,46,400,183,1,164,15,591,1171,2674,28,0,1745,1039,1,0,509,727,228,263,22,1154,596,4,1,377,29,46,50,1,915,1,0
ATP5H,170,1,235,1,22,65,1643,34,23,142,0,16,82,381,312,37,0,681,481,198,25,0,98,78,0,82,180,935,117,1301,195,36,0,874,295,194,1,77,15,0,84,80,232,0,1113,279,1,7,158,626,293,302,866,93,259,13,1,3,406,0,775,1,183,838,658
ATP5I,673,1,52,958,196,239,413,91,41,146,40,35,250,254,0,111,364,143,276,96,132,97,211,31,885,119,195,275,15,214,11,450,0,192,73,147,89,122,94,557,370,188,284,0,230,258,1,27,163,217,226,8,93,19,20,186,1,196,82,0,419,568,89,412,174
ATP5J,1499,1542,463,1,913,329,1,301,723,24,283,239,1,245,372,892,72,472,898,575,658,277,123,174,2198,798,465,169,900,256,95,0,0,315,274,697,1,90,0,598,69,89,85,0,347,133,1320,1273,789,991,634,24,390,157,174,952,137,1082,621,201,50,518,881,2003,208
ATP5J2,64,948,218,379,102,174,126,79,64,101,109,54,182,195,71,0,452,102,39,69,34,215,70,58,462,288,45,95,249,82,100,84,163,381,23,0,608,28,45,479,14,131,154,72,68,47,1,131,97,65,102,45,49,14,8,8,579,125,90,255,585,712,49,65,0
ATP5L,1401,101,51,452,282,768,350,241,1772,787,620,510,150,847,39,0,929,801,65,35,232,563,2617,1926,630,1369,806,2466,444,1368,183,218,473,127,412,882,816,488,284,925,194,1215,2058,0,1488,1673,164,1010,12,422,386,222,822,369,13,558,834,1364,852,1580,330,1318,166,1,636
ATP5O,584,1,477,1724,1346,878,1247,2658,674,1423,1735,498,182,742,248,1022,2835,1931,552,2453,372,386,4,1313,62,1847,1152,3046,3799,2389,992,1053,0,96,542,431,1,1012,35,1019,53,1993,828,1466,1215,287,1,0,1974,4240,680,1416,2335,573,25,19,2690,1337,1842,93,1119,1266,341,574,22
ATP5S,0,1,7,1,2,269,1,5,1,0,0,0,1,0,0,0,577,0,0,27,94,14,9,4,1380,0,182,65,0,8,0,0,0,0,0,0,1,7,430,0,0,0,0,72,0,0,1,0,0,0,0,107,0,29,1,2,1,26,1425,173,0,1,0,1,0
ATP5SL,0,1,0,1,0,0,1,429,0,0,0,6,82,0,4944,90,325,8,216,0,0,66,0,57,0,1,0,155,0,8,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,1,0,0,0,0,566,0,5,0,0,1,0,82,419,0,1,0,1,38
ATP6AP1,0,1,0,1,193,0,206,0,0,0,0,0,1,0,38,165,0,0,0,0,1,0,68,3,0,1,0,2,0,0,0,134,56,0,0,0,1,0,0,0,0,98,0,0,1,10,1,0,176,0,0,0,3,0,34,11,1,6,84,0,0,1,0,1,0
ATP6AP2,0,1337,15,1,37,5650,1,46,6,3,7,2813,1,4722,1900,37,454,0,0,0,124,1557,2681,0,127,53,336,6,15,213,2021,0,2104,0,0,509,1,0,0,0,0,14,8,0,25,0,1,7,0,0,205,100,867,0,969,3882,1,0,850,0,2666,1,301,1,0
ATP6V0A1,0,458,4,984,2,139,1,3,0,42,26,68,1,0,221,156,0,1,0,0,39,34,0,0,0,0,9,0,15,46,142,0,0,0,4,0,1,28,142,1493,2525,0,1,0,0,92,256,331,894,425,1374,0,3,43,0,8,4828,2,0,0,0,1,774,1,0
ATP6V0A2,0,1,0,1,0,0,1,3,1,126,0,0,1,0,0,0,0,38,0,0,14,0,0,147,0,0,1,0,915,0,0,167,0,0,0,0,1,2,0,43,0,23,2,0,0,813,1,0,0,0,0,59,0,22,600,117,1,0,0,0,0,1,21,1,0
ATP6V0B,0,1240,7,1,1390,138,1,502,31,381,2389,2062,1,322,31,73,163,14,238,0,34,158,1660,13,0,0,285,0,15,57,46,1582,509,10,22,805,154,832,24,547,63,0,1,91,6,49,1,1132,180,125,1380,213,0,37,179,0,1,481,0,554,0,198,77,1,174
ATP6V0C,0,1,0,545,35,0,1,1,0,0,7,5,1,0,0,37,0,0,0,0,0,14,0,0,62,0,4,41,0,105,0,117,0,0,0,0,1,4,8,334,0,41,13,0,0,0,1,0,45,69,32,13,1,8,1,0,1,16,4,0,0,1,19,1,140
ATP6V0D1,0,1,783,1,24,0,126,0,376,0,0,673,1,540,46,0,1852,2,154,0,531,0,905,0,0,0,0,0,31,77,49,334,98,0,33,1020,1,229,8,0,0,0,0,51,11,43,1,645,0,204,143,1003,261,38,103,0,1,0,2,0,1196,1,92,1476,1676
ATP6V0E1,0,1,0,1,1623,14,1862,0,3,0,515,0,1,0,181,37,34,116,21,0,277,166,0,24,0,377,128,1,172,0,2,0,0,0,30,0,394,0,86,20,68,1641,0,0,402,7,1,7,404,0,14,362,754,31,297,1066,84,89,1,0,0,1,0,339,3448
ATP6V0E2,0,101,0,1,0,67,179,14,13,13,52,508,1,1064,0,0,0,0,0,44,3,0,480,0,1219,0,0,0,0,200,0,1483,0,37,9,0,1047,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,1,44,0,0,238,1,436,1,0
ATP6V1A,320,2511,1488,1,295,14,1,12,1578,4,2021,384,150,1176,0,686,411,2,21,6382,3931,5466,5353,3,0,2299,148,46,0,0,2466,0,0,6020,0,265,131,88,15,1320,14,701,211,98,379,0,1,21,22,621,3851,775,1315,0,3511,0,1,24,1,969,0,1,6,1,65
ATP6V1B2,129,1,0,1,186,0,1,55,15,0,1969,0,1,4300,16,840,0,251,21,27,547,0,99,628,0,0,3,637,15,0,3156,138,33,0,0,2859,304,2,317,760,0,0,15,51,0,1118,103,0,122,375,1962,581,8,2058,4043,80,1,221,0,46,0,971,5614,1,0
ATP6V1C1,0,1,9,1,445,847,1,0,0,0,0,0,1,0,0,0,0,67,0,0,1,0,23,19,0,1,1274,1,0,8,1,5538,0,0,0,0,4180,1,0,0,0,0,0,0,0,6,1,0,0,0,0,2,2,13,34,4,1,2572,1,0,0,1,57,440,22
ATP6V1D,0,591,0,1,1106,106,1,1,598,2,766,1349,82,396,0,0,0,44,68,1717,627,0,217,1,870,1945,61,0,15,712,352,0,532,54,0,709,1,269,0,977,350,182,1,241,31,0,1,349,264,1080,0,714,11,0,0,10,1,10,47,0,3421,120,6,1,0
ATP6V1E1,0,1,0,1,20,0,1,1,0,11,0,87,82,0,547,0,77,54,21,0,16,0,63,1,0,0,1812,585,15,175,137,84,201,1006,117,923,1,69,0,0,0,5,0,161,3,0,1,14,0,2533,0,0,3,416,1463,0,193,346,9,0,892,120,0,1,38
ATP6V1F,0,1374,0,1,732,487,488,661,355,92,135,279,3551,608,203,284,79,447,210,360,488,652,217,158,532,54,150,96,0,97,804,0,1042,0,20,233,1,164,54,43,0,5,22,0,10,39,68,212,126,196,0,146,154,10,50,45,1212,448,190,383,1202,266,203,296,534
ATP6V1G1,3059,378,313,1282,1377,1499,1040,1155,7,2877,700,544,368,1476,0,1730,264,1042,321,260,234,611,1676,45,5072,1362,306,971,53,104,808,1804,2533,54,4,1587,602,245,255,1341,0,1285,79,1787,349,796,950,1669,37,1451,163,532,584,124,1881,2250,3242,797,263,0,1692,198,813,560,2158
ATP6V1H,0,1,0,1,51,14,555,5,201,0,7,123,1,26,3421,251,3709,0,0,0,58,692,0,0,62,0,54,0,31,8,41,0,0,20,36,143,1,0,215,0,0,0,24,0,33,0,1,2193,0,54,1110,154,0,24,4,45,1,389,1,0,0,1,82,1,0
ATP8A1,0,1,0,523,0,0,1,0,29,16,0,411,1,0,0,37,0,0,0,0,0,448,0,0,0,3,0,0,15,0,0,0,1137,0,7,0,1,0,0,247,0,0,41,0,0,6,202,0,0,68,0,16,0,0,0,601,1,0,0,0,0,660,0,1,0
ATP8B2,0,1,32,1,0,86,1,4,28,3,0,0,82,31,0,37,0,0,0,0,52,14,9,0,0,0,0,154,0,0,47,0,33,0,950,0,1202,0,0,0,0,0,4,0,0,0,1,0,0,14,7,0,25,47,100,4,1,0,0,0,0,1,356,1,536
ATP9A,0,1080,0,1,765,1410,126,0,0,25,689,686,4142,2264,10,82,63,0,48,396,50,172,225,7,203,38,0,3,7873,1526,3,153,33,10,7,32,1,9,180,203,0,2,1,714,10,0,621,100,262,25,0,0,0,84,78,66,1,0,1,115,0,1,1872,1,22
ATPAF1,0,1,0,1,14,0,1,0,56,0,122,0,1,0,863,0,1229,0,0,0,1,0,0,10,0,0,5,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,29,117,1,0,19,1,26,1,0,0,1,27,202,0
ATPIF1,0,866,62,1,213,114,1151,287,160,142,656,4,1,40,96,0,0,435,0,0,59,246,119,1083,0,218,75,207,0,133,46,0,0,50,23,964,131,2130,8,221,14,344,340,0,1942,712,736,89,0,301,289,24,96,96,168,281,1,245,230,581,0,1,12,137,733
ATR,0,1,0,1,72,0,1,57,6,0,7,0,1,0,0,0,0,0,303,3375,0,0,98,0,0,0,5,0,0,0,120,0,0,10,13,19,89,0,0,437,0,866,25,1006,0,0,275,0,0,0,0,0,59,0,0,0,1,0,0,0,0,1,0,1,0
ATRAID,0,1,0,392,608,334,837,135,3123,291,0,417,1,0,2428,0,0,58,1812,0,1,0,514,777,62,718,66,729,0,8,4,36,91,10,94,0,1,0,8,0,2264,321,6,0,1688,1884,1,18,0,0,7,344,10,1,267,50,1,568,3,93,0,1,31,1651,0
ATRN,0,1,0,1,0,0,1,0,0,0,425,53,1,0,0,0,76,0,0,0,0,518,4001,1,0,0,644,1132,15,0,0,0,0,0,0,0,1,298,0,0,14,0,8,0,22,0,1,7,0,0,55,141,27,0,0,35,1,10,14,0,0,1,3,1,689
ATRNL1,0,177,0,719,2,0,1,2,1,5,0,0,564,0,0,0,0,1,0,0,0,0,0,0,1192,10,58,5,0,4903,0,0,0,0,0,0,89,22,0,0,0,13,5,295,0,0,1,14,0,0,0,0,1,9,0,0,1,0,21,0,326,1,0,1,0
ATRX,3722,3276,2911,158,138,0,3116,4043,2610,3527,4594,7987,861,7551,1444,1757,0,12,2780,58,4621,2083,239,1905,1643,34,304,689,1421,12356,3834,9091,1267,36,552,528,1,952,2127,2893,4052,55,47,308,5682,113,1066,5614,1261,4621,4024,1489,485,84,3834,439,1868,92,10,866,94,3668,4219,1828,1166
ATXN1,0,1,4,158,2,545,1,8,0,0,743,2,1,45,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,3539,0,10,0,0,89,41,0,0,0,0,0,0,0,141,1,0,0,0,60,0,0,0,36,3276,1,0,0,0,442,1,6,1,0
ATXN10,452,220,37,1,334,26,1064,22,446,32,7,1051,82,434,18,0,1697,117,0,42,149,266,3198,9,1390,150,103,1,116,2089,21,68,56,459,89,0,1,796,197,0,4104,0,0,0,16,7,1572,7,0,0,994,82,718,851,16,0,84,41,65,619,3551,1,308,65,0
ATXN2,393,1,111,1,24,0,1,740,12,250,117,0,1,0,90,0,257,10,1065,347,48,1550,74,1,223,4,250,17,41,32,80,36,474,10,63,0,1,6,31,2644,0,21,4,0,13,0,157,0,146,176,0,2,46,72,284,1476,1,0,2,1722,94,1,0,1,0
ATXN2L,129,1,15,1,12,109,1,4,16,2,100,4,1,0,57,842,34,3,0,17,13,87,179,1,62,1,0,133,245,0,45,0,33,20,0,0,1,5,52,0,14,23,2,0,2,0,1,0,33,0,0,12,0,0,2,34,1,2,2,93,0,1,6,1,0
ATXN3,0,1,560,1,1318,14,1,3,3,13,0,10,827,0,0,1149,0,33,0,17,14,14,1080,7,0,1,146,35,0,0,12,167,0,0,4,187,1,0,502,2511,0,204,881,0,506,2,534,0,87,0,0,43,359,88,416,0,215,1,0,0,0,1,0,87,0
ATXN7,0,1,4,1,20,57,1,12,5,13,21,0,1,18,38,73,0,1,0,95,0,34,4,325,127,9,16,16,15,26,0,0,0,96,7,0,328,44,0,0,65,2,4,0,283,32,1,51,0,25,59,2,41,0,7,10,1,10,5,0,0,1,11,1,0
ATXN7L3B,129,2550,3396,790,9,3607,1,1447,48,38,1232,42,2172,0,0,3287,0,5,1262,0,2267,809,39,125,172,992,3390,4,47,1245,5,167,768,0,4,3474,1,2482,41,731,2216,268,221,2121,23,497,1,914,0,490,2035,198,2,534,2141,587,1,43,151,0,78,1,893,1,22
AUP1,220,101,7,1,0,0,1,2,0,3,16,870,82,0,16,230,282,0,65,27,11,878,1489,1,845,552,0,16,78,26,11,36,0,29,14,0,154,0,101,0,48,7,2,0,27,2,1,18,1660,206,31,271,88,122,476,54,1,8,4,160,0,1,50,1,0
AURKA,0,1,0,1,14,0,1,241,430,218,0,0,1,0,0,0,0,0,0,0,0,0,0,3564,0,1064,3,1453,0,0,0,0,0,0,0,0,1,0,45,0,0,2,85,0,0,120,1,0,0,0,0,0,857,234,302,0,1,0,2267,0,0,1,3,1,0
AURKAIP1,0,1,0,1220,139,0,384,5,36,1,443,0,1,165,30,0,0,13,0,0,0,123,0,14,0,199,2,219,0,40,0,0,266,0,4,0,89,1,0,0,0,49,4,707,2,0,1,0,54,0,74,21,17,4,2,7,326,23,11,0,0,1,17,1,0
AURKB,0,1,0,158,0,0,1,966,753,1456,0,0,1,0,0,0,0,37,0,79,0,0,0,1608,0,961,1371,1959,0,8,164,0,0,0,0,0,1,0,35,0,0,809,556,0,2466,63,1,250,0,0,0,0,201,463,363,0,1,1,256,0,0,1,0,1,0
AUTS2,0,3006,122,369,116,14,1,121,92,114,487,380,1,363,0,253,0,68,0,0,25,1395,1158,15,298,312,146,205,193,60,33,593,288,0,0,150,418,205,154,688,60,350,74,1040,127,124,1050,18,104,783,442,65,26,347,0,815,259,13,24,585,1769,936,401,654,108
AVL9,0,1,0,1,0,0,1,6,0,2,26,0,1,87,0,158,0,0,0,0,3,14,0,0,0,112,21,0,0,0,0,0,0,0,0,0,1,3,21,0,0,0,0,0,0,18,236,0,0,0,2698,10,0,28,0,0,1,3,0,0,0,457,0,1,0
AXL,0,1,4,1,2,1301,4671,557,2284,1430,0,0,1,0,742,0,0,474,551,114,0,0,0,1493,62,932,4621,21,0,0,205,0,33,4383,467,40,1,0,0,0,0,1147,227,0,4498,652,1,7,851,0,0,0,759,0,0,2,1,283,0,274,0,1,6,1,3364
AZI2,875,1,112,1,291,0,385,31,570,1398,555,17,329,0,151,489,0,0,0,173,1,0,4,0,0,4,119,8,1532,0,0,0,763,68,0,129,1,450,658,794,1123,1407,2,0,519,63,1,21,0,99,152,9,314,41,1432,2,1,95,3,1281,213,1416,47,1,0
AZIN1,64,1,17,5978,17,235,3564,22,9,275,25,2,1,151,16,1188,289,374,4219,538,2670,1684,600,1,0,40,3,13,0,0,162,84,144,406,3539,2331,1456,564,48,1241,14,0,23,0,2627,77,1,2977,602,1706,170,522,41,1,1046,2,84,448,58,0,787,1033,3254,1,0
B2M,0,1,221,227,297,1172,300,1,90,22,7,5,82,158,0,37,179,32,0,44,6,0,9,17,62,3,4,8,0,8,15,0,826,61,10,0,1,1,326,176,343,253,82,0,61,7,68,0,96,160,14,38,11,28,67,291,241,0,22,0,692,120,26,1,1109
B3GALNT1,64,1,0,1,0,0,1,0,0,0,7,2,1,156,0,0,0,0,331,4694,0,0,1183,10,0,3,225,343,15,8,5,84,0,219,44,2889,7436,178,106,0,14,35,0,0,0,0,1,0,55,0,0,8,0,0,0,0,84,1,342,46,0,1,0,1,22
B3GALNT2,64,1,156,1,7,3175,1,1,0,317,0,0,1,0,0,0,218,3,1374,0,0,0,0,21,62,64,4062,25,47,0,0,0,33,10,4,0,881,0,0,1948,0,0,465,0,1589,32,1,0,0,0,43,0,404,545,305,12,1,4,0,0,50,1,0,1,0
B3GALT2,170,1,0,1,0,0,1,0,0,0,0,950,1,0,0,0,0,0,0,0,4,0,254,0,0,0,0,0,0,0,0,68,0,0,0,0,2712,775,575,0,0,0,0,5466,0,0,332,0,48,5666,1215,0,0,197,0,0,1,0,0,0,0,833,71,1,0
B3GALTL,0,1,0,1,0,0,1,632,189,26,0,0,1,0,0,0,0,4,633,0,0,0,0,0,0,7,6,1,0,0,16,0,0,0,0,0,1,0,0,0,0,141,2,0,21,0,344,0,0,0,0,0,0,262,0,0,1,50,2,0,0,1,0,1,0
B3GAT3,64,1,0,1,19,0,1,0,5,0,69,0,1,0,39,0,0,0,0,577,0,0,0,0,0,0,1,0,0,0,0,0,249,0,42,0,283,0,40,0,0,0,140,0,12,2,1,7,0,0,278,0,0,0,12,0,1,1,99,0,0,1,0,172,99
B3GNT5,64,1,0,1,19,5246,1,0,0,0,7,931,82,0,0,0,0,740,3018,0,7,0,0,0,62,4,0,33,41,256,0,94,0,0,19,2401,14848,0,0,0,0,0,0,51,3,0,1,0,0,0,0,0,90,0,0,2,1,1,0,1378,0,1,2260,1,0
B4GALT1,0,1,0,1,70,710,1,1,132,129,0,0,82,0,54,0,0,326,0,69,31,150,0,9,0,350,1920,59,15,0,0,0,0,0,0,0,1,0,0,20,0,651,55,0,948,373,1,56,0,0,0,5,3,0,0,2,84,98,3,628,0,1,0,1,765
B4GALT3,0,220,0,1,545,0,258,50,0,0,0,0,1,179,0,101,0,0,0,0,0,0,0,0,2267,0,0,0,0,0,2,264,0,0,0,0,1,25,8,291,0,0,0,0,0,0,1,0,19,258,0,0,1,0,0,0,1,0,175,0,0,1,0,1,152
B4GALT4,0,368,0,1,0,0,1,0,3,1427,1920,0,2227,0,0,0,88,12,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,234,0,3110,1,0,372,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,84,1,7,0,0,1,0,1,0
B4GALT5,0,220,0,1,206,0,1,4,0,0,88,22,1,0,29,0,162,7,0,0,259,81,100,10,0,15,7,12,41,404,1,0,151,10,0,1325,1,330,0,0,0,0,1,604,4,0,1,0,29,101,0,248,7,3,52,152,1,0,0,1787,0,1,714,170,190
B4GAT1,0,1,93,1,0,0,297,0,0,0,44,0,304,0,0,0,0,9,77,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,74,0,0,0,0,0,113,3,1,0,63,0,809,0,0,0,0,0,1,0,16,0,0,1,0,1,0
BABAM1,0,1,288,1,0,0,1,12,0,17,0,179,1,0,6,0,421,0,196,224,76,0,0,40,0,1050,2,0,0,164,0,0,0,0,1115,0,1,9,0,0,0,0,612,0,0,2,1,0,29,32,145,0,3,0,0,0,1,2,0,0,0,1,63,1,492
BACE1,0,1,387,1,2,0,266,111,54,1,1341,2177,227,0,788,0,1496,209,410,71,97,839,405,384,0,0,237,1,0,312,358,525,510,20,52,0,89,1709,277,0,365,90,37,589,7,596,590,75,0,1083,0,0,66,45,75,0,1,378,333,0,0,1688,504,900,0
BACH1,0,254,0,1,95,84,1,1123,32,8,0,0,456,0,0,37,0,24,79,0,179,270,0,0,3110,0,7,0,0,0,0,997,1942,647,0,0,1,40,265,0,346,0,0,0,0,148,1,14,0,0,7,0,0,0,0,4,1,9,171,0,0,1,0,1,22
BACH2,0,101,0,1,0,0,1,0,0,0,114,0,1,0,86,0,0,167,0,0,0,0,4,0,0,0,0,0,0,129,1,0,0,0,2380,0,1,0,0,0,157,0,0,0,0,0,1567,0,0,3026,484,794,0,0,0,0,1,0,13,859,0,1,442,1,0
BAG1,0,1,126,1,10,69,1,0,3,0,7,0,1,0,0,0,0,67,0,0,0,0,0,4,0,0,25,0,0,0,1,0,0,0,428,0,1,0,0,0,0,0,0,0,0,0,1,0,73,0,0,12,12,0,0,0,1,123,0,0,0,1,0,1,0
BAG4,0,1,2094,1,0,0,1,2370,5396,1971,2345,5313,1,0,4642,0,0,3668,21,3674,3,10360,0,244,62,25,5978,4,2797,111,288,481,2099,1967,916,32,1847,4498,5466,107,14,7,377,0,3539,3384,1,14,5090,10146,14,2800,4498,3,3312,137,3287,916,4567,0,0,120,1205,5978,0
BAG5,0,986,53,1,0,0,1,79,0,0,173,82,1,0,1090,0,454,1233,402,0,1,175,0,0,0,7,244,0,0,0,618,0,0,74,160,380,1,31,0,0,81,5,29,0,1,0,1,7,57,0,0,0,0,0,0,328,1,233,0,0,0,1,119,1,0
BAIAP2-AS1,0,1245,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,7,38,1100,57,0,0,0,0,15,0,0,0,188,0,12,376,1,6,0,317,0,54,0,0,0,0,1,0,0,41,18,0,1,0,73,53,1,26,0,46,0,1,0,1,0
BANF1,0,220,37,1,310,0,230,238,319,191,404,19,1,47,6,702,0,287,86,620,28,358,229,567,291,473,905,416,15,536,314,1103,473,32,47,285,225,111,84,0,701,403,826,156,371,1962,295,14,132,402,23,83,950,255,533,13,1,38,679,1684,0,120,148,1,0
BAP1,64,3564,80,1,4,0,1,0,0,0,0,24,1,0,12,2744,0,6,48,0,20,0,0,0,1415,0,0,0,15,0,599,0,0,0,296,87,1,218,8,285,0,0,0,0,0,0,103,0,68,0,387,0,376,2,1,27,1,0,0,0,0,1,0,1,0
BARD1,220,1,11681,158,557,0,126,2141,1199,1630,13,0,1,0,73,0,34,264,284,1762,1,0,9,3834,0,1453,10,1,0,0,1425,0,0,51,3516,0,1,0,3110,0,706,2952,26,51,171,2,1,8442,1169,14,7,2,2644,416,1,0,1,1231,775,0,0,1,0,344,0
BASP1,277,1456,4,1257,188,68,1,2,45,1,789,5,1,31,16,115,268,61,0,586,383,71,184,8,901,1,28,0,150,68,24,271,415,163,184,155,2866,139,60,2077,246,0,3,962,61,2,252,65,466,48,356,48,43,41,8,4,719,0,101,957,196,282,181,726,475
BAZ1A,0,1,227,256,0,0,1,1,33,3,0,529,6764,0,0,535,0,779,177,17,46,348,9,25,0,197,9,6,0,0,12,0,0,857,73,0,1,0,0,0,14,59,228,104,2762,3,1,523,107,0,0,0,237,701,34,0,1,555,19,405,50,1,0,1,0
BAZ1B,359,1847,97,158,7,2010,1,329,13,19,32,4,777,0,949,697,5978,148,0,46,42,3133,2024,186,127,1945,46,9,253,0,417,2507,33,10,0,1166,771,2,305,43,470,9,2,141,479,16,414,277,106,181,3863,4043,31,944,326,38,84,334,4,0,271,1,11,223,22
BAZ2A,0,537,252,306,6,0,285,0,259,208,44,0,1,0,69,0,2444,2,442,0,0,14,0,1210,656,0,0,6,0,3722,3,0,0,249,33,32,1,6,134,0,0,0,4,1440,1,111,68,0,0,60,1678,181,85,5,971,49,184,0,101,603,0,241,102,1,0
BAZ2B,193,368,551,1,1998,0,1,777,96,545,358,1828,1,0,32,5280,46,13,477,166,42,213,447,1440,4498,20,12,1697,82,1557,186,84,33,344,359,1258,2003,64,67,20,422,240,1635,6316,71,213,179,1544,22,59,121,115,1071,1920,531,1080,1574,779,294,4816,103,3326,299,829,102
BBIP1,2434,101,4,1,125,118,401,0,0,0,957,169,1,0,319,0,34,19,0,0,0,0,0,0,0,0,15,62,0,0,28,0,809,0,889,0,1,168,0,1304,0,0,382,0,65,441,1,0,12,176,0,91,233,61,30,0,1,2,0,1206,0,1,0,1,0
BBS1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,220,453,1163,14,0,1243,0,1,0,3123,0,0,0,503,0,32,0,0,488,0,8,0,0,0,0,0,6,60,1,0,22,0,0,0,41,0,50,0,1,94,3,0,0,1,6,1,0
BBS2,0,465,1362,1,0,0,806,0,0,0,0,1769,1,0,1640,0,0,0,83,0,0,0,4,0,0,240,0,0,0,0,0,0,0,151,2115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,78,0,216,0,52,4,0,84,1,0,0,0,1,81,1,0
BBS4,0,1,0,1,9,3697,1,3,0,790,0,2,82,0,3752,0,0,13,21,81,1,0,0,0,0,0,46,16,31,726,2977,0,0,0,2291,0,1,864,0,0,14,0,0,0,106,21,1,0,0,0,0,0,1,0,0,32,1,3,758,0,50,1,2793,1,456
BBS7,0,1,4,1,0,0,1,2,2,0,69,18,1,0,388,0,0,2,0,0,0,0,4,17,0,7,7,9,0,0,32,0,0,0,82,0,1,133,0,20,0,5,4,0,1,3,492,62,0,158,45,66,91,0,295,0,1,26,783,0,0,1,0,1,0
BBS9,0,1,0,1,0,0,1,170,0,64,0,32,82,0,294,0,0,2877,829,0,1456,217,0,0,0,0,0,311,512,0,15,0,0,0,262,0,1,0,0,43,14,0,96,72,0,0,1,7,0,0,0,0,22,0,584,0,1,0,23,0,0,1,49,1,0
BBX,0,1486,9,158,9,3161,1,43,259,1440,82,12,1,0,122,0,431,27,0,0,1,24,0,47,371,346,37,681,31,48,98,357,0,219,656,0,1257,0,0,0,172,11,7,0,669,3076,1,872,0,0,0,0,697,0,1,2,1,610,15,0,136,1,11,1,185
BCAN,0,1,2635,1,0,0,995,0,0,0,0,2,1,0,126,0,0,0,523,843,1,14,23,0,0,0,0,0,0,0,1,0,0,69,103,0,3326,0,0,0,109,0,0,72,0,0,68,0,963,0,0,5,0,0,656,0,147,0,0,0,0,1,0,1,0
BCAP29,0,1,15,1,2,166,1,0,139,0,1217,0,4062,110,6,0,0,45,0,0,0,36,0,0,62,0,0,0,15,0,108,0,0,0,0,0,1,43,0,0,0,544,7,338,0,265,1,0,0,0,46,154,40,7,457,0,1,33,16,46,0,1,463,1,0
BCAP31,64,1,0,158,0,107,1726,0,10,125,704,153,1,0,65,285,2911,31,0,125,0,0,164,0,0,1,568,1,0,305,306,0,0,0,38,147,1,174,8,627,0,106,18,1684,50,0,1,14,100,0,0,57,0,0,74,22,4428,1,3,0,1326,1,0,1,0
BCAS2,0,3752,1151,1,1005,1318,1,600,7,1403,19,477,1807,0,540,1155,3026,1523,198,17,271,14,13,3,664,2744,400,0,15,19,13,0,56,731,1149,32,1,491,8,43,788,9,161,3046,29,18,172,31,2635,364,7,2,30,0,261,0,542,1491,34,1329,0,120,9,1,50
BCAS3,64,1,4,1386,11,46,1,3,0,0,56,0,82,0,0,0,0,0,0,0,598,0,0,2,0,0,0,0,233,331,95,0,0,173,0,0,1,0,34,0,0,7,0,0,0,30,1,0,45,0,14,2,1,3,0,4,1,48,91,148,227,1,14,1,0
BCAT1,0,101,4,1,1263,0,1,7987,6569,5466,750,0,1,0,0,0,0,7234,0,0,0,0,9,8956,0,3593,9386,9730,0,0,532,0,2434,0,0,0,1,0,15,0,0,20729,7150,0,3421,5038,68,0,139,0,0,1013,4722,0,0,1815,1,2771,7150,46,0,1,3,1,38
BCAT2,262,1,0,158,0,0,1,3,24,0,31,739,374,0,0,0,0,8,0,892,16,0,59,1,0,315,1,1,0,0,0,106,0,32,61,65,1,3,24,0,81,2,5,98,1,2,1,0,31,0,21,8,0,4,0,0,202,0,220,229,0,1,236,1,0
